event_ts,market_id,side,contracts,exec_yes_price,fee,reason
2025-06-19 05:07:09+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:09+00:00,516792,yes,2.8800000095754257,0.20150000000000007,0.0005803200019294484,exit_aware_banded
2025-06-19 05:07:09+00:00,516792,yes,2.99,0.21150000000000008,0.0006323850000000003,exit_aware_banded
2025-06-19 05:07:09+00:00,516792,yes,2.889999999999999,0.20049999999999996,0.0005794449999999996,exit_aware_banded
2025-06-19 05:07:09+00:00,516792,yes,2.9399999999999995,0.20649999999999996,0.0006071099999999998,exit_aware_banded
2025-06-19 05:07:09+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:09+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:09+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:11+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:11+00:00,516785,no,1.0,0.7895,0.00021050000000000002,exit_aware_banded
2025-06-19 05:07:11+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:21+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:45+00:00,516792,yes,2.9800000000000004,0.20250000000000007,0.0006034500000000003,exit_aware_banded
2025-06-19 05:07:45+00:00,516792,yes,2.9800000000000004,0.20249999999999996,0.00060345,exit_aware_banded
2025-06-19 05:07:45+00:00,516792,yes,2.9800000000000004,0.20249999999999996,0.00060345,exit_aware_banded
2025-06-19 05:07:45+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:45+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:45+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:57+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:57+00:00,516792,yes,2.91,0.20950000000000008,0.0006096450000000002,exit_aware_banded
2025-06-19 05:07:57+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:57+00:00,516792,yes,2.9499999999999993,0.2088054433300269,0.0006159760578235792,exit_aware_banded
2025-06-19 05:07:57+00:00,516792,yes,2.9169455666997344,0.20549999999999996,0.0005994323139567954,exit_aware_banded
2025-06-19 05:07:57+00:00,516792,yes,2.950000000000003,0.20650000000000007,0.0006091750000000009,exit_aware_banded
2025-06-19 05:07:57+00:00,516792,yes,2.9399999999999977,0.20650000000000007,0.0006071099999999997,exit_aware_banded
2025-06-19 05:07:57+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:57+00:00,516792,yes,2.960000000000001,0.20250000000000007,0.0005994000000000004,exit_aware_banded
2025-06-19 05:07:57+00:00,516792,yes,2.979999999999997,0.20750000000000007,0.0006183499999999996,exit_aware_banded
2025-06-19 05:07:57+00:00,516792,yes,2.9299999999999997,0.20250000000000007,0.0005933250000000001,exit_aware_banded
2025-06-19 05:07:57+00:00,516792,yes,2.979999999999997,0.20250000000000007,0.0006034499999999996,exit_aware_banded
2025-06-19 05:07:57+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:57+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:07:59+00:00,516792,yes,2.900000261613201,0.2104999738386802,0.0006104499792017445,exit_aware_banded
2025-06-19 05:07:59+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:08:19+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:01+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:01+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:01+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:01+00:00,516792,yes,2.979999999999997,0.20250000000000007,0.0006034499999999996,exit_aware_banded
2025-06-19 05:10:01+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:01+00:00,516792,yes,2.979999999999997,0.20250000000000007,0.0006034499999999996,exit_aware_banded
2025-06-19 05:10:01+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:01+00:00,516792,yes,2.979999999999997,0.20249999999999996,0.0006034499999999993,exit_aware_banded
2025-06-19 05:10:01+00:00,516792,yes,2.979999999999997,0.20249999999999996,0.0006034499999999993,exit_aware_banded
2025-06-19 05:10:21+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:21+00:00,516792,yes,2.969999999999999,0.20350000000000007,0.000604395,exit_aware_banded
2025-06-19 05:10:21+00:00,516792,yes,2.969999999999999,0.20349999999999996,0.0006043949999999997,exit_aware_banded
2025-06-19 05:10:21+00:00,516792,yes,2.969999999999999,0.20349999999999996,0.0006043949999999997,exit_aware_banded
2025-06-19 05:10:21+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:21+00:00,516792,yes,2.969999999999999,0.20575000000000004,0.0006110775,exit_aware_banded
2025-06-19 05:10:21+00:00,516792,yes,2.947500000000005,0.20849999999999996,0.000614553750000001,exit_aware_banded
2025-06-19 05:10:21+00:00,516792,yes,2.9200000000000017,0.20849999999999996,0.0006088200000000003,exit_aware_banded
2025-06-19 05:10:23+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:23+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:23+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:23+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:25+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:25+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:10:33+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:11:07+00:00,551655,no,1.0,0.9528856108301651,4.7114389169834904e-05,exit_aware_banded
2025-06-19 05:11:07+00:00,551655,no,1.0,0.9325000012703515,6.749999872964851e-05,exit_aware_banded
2025-06-19 05:11:07+00:00,551655,no,1.0,0.9545,4.549999999999999e-05,exit_aware_banded
2025-06-19 05:11:07+00:00,551655,no,1.0,0.9494999999999999,5.05000000000001e-05,exit_aware_banded
2025-06-19 05:11:07+00:00,551655,no,1.0,0.9595,4.049999999999998e-05,exit_aware_banded
2025-06-19 05:11:23+00:00,551655,no,1.0,0.9644999038354448,3.550009616455518e-05,exit_aware_banded
2025-06-19 05:11:23+00:00,551655,no,1.0,0.9644999038354448,3.550009616455518e-05,exit_aware_banded
2025-06-19 05:11:49+00:00,551655,no,1.0,0.9645,3.5499999999999975e-05,exit_aware_banded
2025-06-19 05:11:49+00:00,551655,no,1.0,0.9645,3.5499999999999975e-05,exit_aware_banded
2025-06-19 05:12:11+00:00,551655,no,1.0,0.9645,3.5499999999999975e-05,exit_aware_banded
2025-06-19 05:14:27+00:00,516792,yes,2.980000000000004,0.20249999999999996,0.0006034500000000007,exit_aware_banded
2025-06-19 05:14:27+00:00,516792,yes,2.980000000000004,0.20250000000000007,0.000603450000000001,exit_aware_banded
2025-06-19 05:14:27+00:00,516792,yes,2.980000000000004,0.2024999999999999,0.0006034500000000005,exit_aware_banded
2025-06-19 05:14:27+00:00,516792,yes,2.980000000000004,0.20249999999999996,0.0006034500000000007,exit_aware_banded
2025-06-19 05:14:37+00:00,516792,yes,2.980000000000004,0.20249999999999996,0.0006034500000000007,exit_aware_banded
2025-06-19 05:14:37+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:14:43+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:14:43+00:00,516792,yes,2.980000000000004,0.20249999999999996,0.0006034500000000007,exit_aware_banded
2025-06-19 05:14:43+00:00,516792,yes,2.980000000000004,0.2025,0.0006034500000000008,exit_aware_banded
2025-06-19 05:14:43+00:00,516792,yes,2.980000000000004,0.20250000000000007,0.000603450000000001,exit_aware_banded
2025-06-19 05:14:47+00:00,516792,yes,2.980000000000004,0.20250000000000007,0.000603450000000001,exit_aware_banded
2025-06-19 05:14:57+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:15:09+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:16:37+00:00,551655,no,1.0,0.9624999692063928,3.75000307936072e-05,exit_aware_banded
2025-06-19 05:17:09+00:00,551655,no,1.0,0.9624999692063928,3.75000307936072e-05,exit_aware_banded
2025-06-19 05:17:15+00:00,548296,yes,2.999999999999999,0.2004999999999999,0.0006014999999999995,exit_aware_banded
2025-06-19 05:18:31+00:00,516785,no,1.0,0.7895000714000114,0.00021049992859998858,exit_aware_banded
2025-06-19 05:18:33+00:00,516785,no,1.0,0.7895000714000114,0.00021049992859998858,exit_aware_banded
2025-06-19 05:18:33+00:00,551655,no,1.0,0.9335000301620013,6.649996983799866e-05,exit_aware_banded
2025-06-19 05:18:33+00:00,551655,no,1.0,0.9335000982475706,6.649990175242938e-05,exit_aware_banded
2025-06-19 05:18:47+00:00,551655,no,1.0,0.9335000982475706,6.649990175242938e-05,exit_aware_banded
2025-06-19 05:20:47+00:00,528974,no,1.0,0.9295,7.05e-05,exit_aware_banded
2025-06-19 05:20:47+00:00,528974,no,1.0,0.9295,7.05e-05,exit_aware_banded
2025-06-19 05:21:23+00:00,507884,no,1.0,0.9294999986049997,7.050000139500035e-05,exit_aware_banded
2025-06-19 05:21:35+00:00,507884,no,1.0,0.9294999986049997,7.050000139500035e-05,exit_aware_banded
2025-06-19 05:23:01+00:00,551655,no,1.0,0.9585,4.1499999999999986e-05,exit_aware_banded
2025-06-19 05:23:15+00:00,551655,no,1.0,0.9585,4.1499999999999986e-05,exit_aware_banded
2025-06-19 05:23:19+00:00,551655,no,1.0,0.9345000000000001,6.54999999999999e-05,exit_aware_banded
2025-06-19 05:23:19+00:00,551655,no,1.0,0.9345649350649352,6.54350649350648e-05,exit_aware_banded
2025-06-19 05:24:17+00:00,551655,no,1.0,0.9345649350649352,6.54350649350648e-05,exit_aware_banded
2025-06-19 05:25:25+00:00,516792,yes,2.969999999999999,0.20350000000000007,0.000604395,exit_aware_banded
2025-06-19 05:25:37+00:00,516792,yes,2.969999999999999,0.20350000000000007,0.000604395,exit_aware_banded
2025-06-19 05:28:45+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:29:07+00:00,516785,no,1.0,0.7895000000000001,0.0002104999999999999,exit_aware_banded
2025-06-19 05:29:59+00:00,516785,no,1.0,0.7995000000000001,0.0002004999999999999,exit_aware_banded
2025-06-19 05:30:25+00:00,516785,no,1.0,0.7995000000000001,0.0002004999999999999,exit_aware_banded
2025-06-19 05:32:48+00:00,551017,yes,1.0,0.4105,0.0004105,exit_aware_banded
2025-06-19 05:32:48+00:00,551017,yes,1.0,0.4105,0.0004105,exit_aware_banded
2025-06-19 05:33:08+00:00,551017,yes,1.0,0.4105,0.0004105,exit_aware_banded
2025-06-19 05:35:04+00:00,551655,no,1.0,0.9555,4.4499999999999984e-05,exit_aware_banded
2025-06-19 05:35:04+00:00,551655,no,1.0,0.955636995684636,4.4363004315364e-05,exit_aware_banded
2025-06-19 05:35:04+00:00,551655,no,1.0,0.9555,4.4499999999999984e-05,exit_aware_banded
2025-06-19 05:35:18+00:00,551655,no,1.0,0.9555,4.4499999999999984e-05,exit_aware_banded
2025-06-19 05:36:22+00:00,551655,no,1.0,0.9380591176518243,6.194088234817575e-05,exit_aware_banded
2025-06-19 05:36:22+00:00,551655,no,1.0,0.9385000000000001,6.14999999999999e-05,exit_aware_banded
2025-06-19 05:36:24+00:00,551655,no,1.0,0.9385000000000001,6.14999999999999e-05,exit_aware_banded
2025-06-19 05:37:30+00:00,551655,no,1.0,0.938500018015334,6.1499981984666e-05,exit_aware_banded
2025-06-19 05:37:32+00:00,551655,no,1.0,0.938500018015334,6.1499981984666e-05,exit_aware_banded
2025-06-19 05:38:30+00:00,551655,no,1.0,0.9385000313860349,6.149996861396512e-05,exit_aware_banded
2025-06-19 05:38:46+00:00,551655,no,1.0,0.9385000313860349,6.149996861396512e-05,exit_aware_banded
2025-06-19 05:38:46+00:00,516792,yes,2.970001140048268,0.2034998859951728,0.0006043948934053558,exit_aware_banded
2025-06-19 05:39:14+00:00,516792,yes,2.970001140048268,0.2034998859951728,0.0006043948934053558,exit_aware_banded
2025-06-19 05:40:56+00:00,548296,yes,2.999999999999999,0.20050000000000007,0.0006015,exit_aware_banded
2025-06-19 05:42:20+00:00,548296,yes,2.9999999999999982,0.20050000000000007,0.0006014999999999998,exit_aware_banded
2025-06-19 05:43:54+00:00,551655,no,1.0,0.9625,3.7499999999999976e-05,exit_aware_banded
2025-06-19 05:43:54+00:00,551655,no,1.0,0.9615,3.849999999999998e-05,exit_aware_banded
2025-06-19 05:43:54+00:00,551655,no,1.0,0.9625,3.7499999999999976e-05,exit_aware_banded
2025-06-19 05:43:54+00:00,551655,no,1.0,0.9634946251970761,3.650537480292393e-05,exit_aware_banded
2025-06-19 05:44:08+00:00,551655,no,1.0,0.9654999523682924,3.450004763170756e-05,exit_aware_banded
2025-06-19 05:44:08+00:00,551655,no,1.0,0.9654999523682924,3.450004763170756e-05,exit_aware_banded
2025-06-19 05:44:14+00:00,551655,no,1.0,0.9654999523682924,3.450004763170756e-05,exit_aware_banded
2025-06-19 05:44:14+00:00,516785,no,1.0,0.7995,0.00020050000000000002,exit_aware_banded
2025-06-19 05:44:34+00:00,516785,no,1.0,0.7995,0.00020050000000000002,exit_aware_banded
2025-06-19 05:47:18+00:00,516792,yes,2.969999999999999,0.20350000000000007,0.000604395,exit_aware_banded
2025-06-19 05:47:18+00:00,516792,yes,2.969999999999999,0.20350000000000007,0.000604395,exit_aware_banded
2025-06-19 05:47:20+00:00,516792,yes,2.970000000000013,0.20350000000000007,0.0006043950000000029,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.8000000000000003,0.20150000000000007,0.0005642000000000003,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.989999999999999,0.2375,0.0007101249999999997,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.629999999999999,0.19850000000000007,0.0005220549999999999,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.9800000000000004,0.2425,0.0007226500000000001,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.58,0.2405,0.00062049,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.5999999999999996,0.2445000000000001,0.0006357000000000002,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.5599999999999987,0.2205,0.0005644799999999998,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.8000000000000007,0.20649999999999996,0.0005782000000000001,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.9400000000000013,0.2165,0.0006365100000000003,exit_aware_banded
